StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,Q3: search,Q4: queries_1,Q4: queries_2,Q4: queries_3,your behavior w/IP_1,you IP HS_1,you IP HS_2,you IP HS_3,you IP HS_4,you IP HS_5,you IP HS_6,you IP HS_7,Q95,user behavior IP_1,user IP HS_1,user IP HS_2,user IP HS_3,user IP HS_4,user IP HS_5,user IP HS_6,user IP HS_7,Q96,your behavior noIP_11,you no IP HS_1,you no IP HS_2,you no IP HS_3,you no IP HS_4,you no IP HS_5,you no IP HS_6,Q97,user behavior noIP_1,user no IP HS_1,user no IP HS_2,user no IP HS_3,user no IP HS_4,user no IP HS_5,user no IP HS_6,Q98,Q1: news freq_1,Q7: age,Q8: gender,Q8: gender_3_TEXT,Q9: politics,Q10: education,feedback,random id,condition,Create New Field or Choose From Dropdown...,queries_2 - Parent Topics,queries_2 - Sentiment Polarity,queries_2 - Sentiment Score,queries_2 - Sentiment,queries_2 - Topic Sentiment Label,queries_2 - Topic Sentiment Score,queries_2 - Topics,code
2022-02-05 09:56:38,2022-02-05 10:00:12,IP Address,100,214,True,2022-02-05 10:00:12,R_ugXYglkDbY4V5xD,anonymous,EN,Yes,,moon landing fake,earth is flat,john f kennedy inside job,0,Neutral,Like,Dislike,Neutral,Like,Dislike,Neutral,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0,50-59,Male,,Lean left,Less than high school,thanks,880075,1,,,0,-1,Negative,,,Unknown,
2022-02-05 10:15:53,2022-02-05 10:24:41,IP Address,100,527,True,2022-02-05 10:24:41,R_2YLET4dhvDkzjmI,anonymous,EN,Yes,Yes,false facts,True or false,Never solved,,,,,,,,,,10,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Yes,,,,,,,,,,,,,,,,,8,50-59,Male,,Lean left,High school,It was very interesting thank you.,279556,2,,,0,0,Neutral,,,Unknown,
2022-02-05 10:19:58,2022-02-05 10:37:28,IP Address,100,1049,True,2022-02-05 10:37:28,R_115cE0gIrjUlNYa,anonymous,EN,Yes,Yes,moon landing,9/11,2020 election,2,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,3,60+,Male,,Moderate/centrist,Bachelor's degree,,531110,1,,,0,0,Neutral,,,Unknown,
2022-02-05 10:37:28,2022-02-05 10:39:48,IP Address,100,140,True,2022-02-05 10:39:48,R_24BsGNFKU4bcAik,anonymous,EN,Yes,No,moon landing,flat earth,global warming,3,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,1,50-59,Female,,Moderate/centrist,"Graduate degree (M.D., J.D., PhD, etc.)",,697757,1,,,0,0,Neutral,,,Unknown,
2022-02-05 10:38:20,2022-02-05 10:39:48,IP Address,100,87,True,2022-02-05 10:39:49,R_7P4gcXRdsybevuN,anonymous,EN,Yes,Yes,aliens exist,911 is fake,us did not land on the moon,,,,,,,,,,,,,,,,,,,5,Neutral,Like,Neutral,Neutral,Like,Like,Yes,,,,,,,,,9,30-39,Male,,Lean left,Bachelor's degree,,713244,3,,,0,-1,Negative,,,Unknown,
2022-02-05 11:16:45,2022-02-05 11:18:35,IP Address,100,109,True,2022-02-05 11:18:35,R_3Hh0WjbOhrAVpq2,anonymous,EN,Yes,Yes,fed conspiracies,9/11 truth,bilderberg,,,,,,,,,,2,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Yes,,,,,,,,,,,,,,,,,3,30-39,Male,,Moderate/centrist,High school,,376514,2,,,0,0,Neutral,,,Unknown,
2022-02-05 11:39:11,2022-02-05 11:45:13,IP Address,100,361,True,2022-02-05 11:45:13,R_21iZh1ztUKhZCxV,anonymous,EN,Yes,No,Trump Conspiracy Theories,Gun Control conspiracy theories,Crazy conspiracy theories,,,,,,,,,,3,Neutral,Neutral,Neutral,Neutral,Like,Dislike,Like,Yes,,,,,,,,,,,,,,,,,1,60+,Female,,Lean right,Bachelor's degree,,237776,2,,,0,0,Neutral,,,Unknown,
2022-02-05 11:41:07,2022-02-05 11:46:55,IP Address,100,347,True,2022-02-05 11:46:55,R_0J9nC1FNijHEXHb,anonymous,EN,Yes,No,JFK assassination,9/11 hoaxes,looking for Bigfoot,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Neutral,Neutral,Like,Neutral,Dislike,Like,Yes,2,50-59,Female,,Moderate/centrist,"Graduate degree (M.D., J.D., PhD, etc.)",,339301,4,,,0,0,Neutral,,,Unknown,
2022-02-05 11:45:02,2022-02-05 11:47:08,IP Address,100,125,True,2022-02-05 11:47:08,R_2CrkgOerwbHxZRc,anonymous,EN,Yes,Yes,Aliens,Big Government,Great reset,,,,,,,,,,,,,,,,,,,6,Neutral,Like,Like,Neutral,Like,Like,Yes,,,,,,,,,2,30-39,Male,,Moderate/centrist,Bachelor's degree,,128120,3,,,0,0,Neutral,,,Unknown,
2022-02-05 12:43:17,2022-02-05 12:45:59,IP Address,100,162,True,2022-02-05 12:45:59,R_2ydUwIBx6l1H0ca,anonymous,EN,Yes,Yes,voting scams,Elvis is alive,Moon landing did not happen,,,,,,,,,,5,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Yes,,,,,,,,,,,,,,,,,1,40-49,Female,,Lean right,Bachelor's degree,na,769204,2,,,0,0,Neutral,,,Unknown,
2022-02-05 13:03:25,2022-02-05 13:06:35,IP Address,100,189,True,2022-02-05 13:06:35,R_2V9Ym0vPqAladc2,anonymous,EN,Yes,Yes,JFK conspiracy,have we been visited by other life forms,was 9/11 allowed to happen by our own government,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Dislike,Like,Like,Like,Like,Like,Yes,2,40-49,Male,,Hard left,Bachelor's degree,,849348,4,,,0,0,Neutral,,,Unknown,
2022-02-05 13:40:59,2022-02-05 13:44:46,IP Address,100,226,True,2022-02-05 13:44:47,R_UMuXvNhAanXnWJb,anonymous,EN,Yes,No,conspiracy,fault,untrue,,,,,,,,,,,,,,,,,,,0,Dislike,Neutral,Neutral,Neutral,Like,Like,Yes,,,,,,,,,10,60+,Female,,Lean left,"Graduate degree (M.D., J.D., PhD, etc.)",,503067,3,,,0,-1,Negative,,,Unknown,
2022-02-05 13:43:25,2022-02-05 13:47:34,IP Address,100,248,True,2022-02-05 13:47:34,R_vNs7P03n3eOiEIp,anonymous,EN,Yes,Yes,illuminati,"have aliens been to earth ",area 51,,,,,,,,,,3,Neutral,Like,Neutral,Neutral,Like,Dislike,Dislike,Yes,,,,,,,,,,,,,,,,,2,40-49,Female,,Moderate/centrist,High school,,562655,2,,,0,-1,Negative,,,Unknown,
2022-02-05 14:12:03,2022-02-05 14:14:17,IP Address,100,133,True,2022-02-05 14:14:17,R_QcahTr9EasWEnzX,anonymous,EN,Yes,Yes,mlk fbi,mlk killed by govt,mlk conspiracy,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Neutral,Like,Neutral,Neutral,Like,Like,Yes,0,30-39,Female,,Lean right,Bachelor's degree,,545012,4,,,0,-1,Negative,,,Unknown,
2022-02-05 14:22:58,2022-02-05 14:26:02,IP Address,100,183,True,2022-02-05 14:26:02,R_2EHw3GME9gzt9ez,anonymous,EN,Yes,Yes,"John F Kennedy ","UFOs ",paranormal,8,Neutral,Neutral,Neutral,Neutral,Like,Like,Like,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,5,40-49,Female,,Moderate/centrist,Associate's degree,,159929,1,,,0,0,Neutral,,,Unknown,
2022-02-05 15:42:43,2022-02-05 15:46:45,IP Address,100,241,True,2022-02-05 15:46:45,R_3Oq4WGI0AeyWGsi,anonymous,EN,Yes,Yes,ufos,kennedy assasinaation,moon landing,,,,,,,,,,8,Neutral,Neutral,Neutral,Neutral,Like,Dislike,Dislike,Yes,,,,,,,,,,,,,,,,,2,60+,Male,,Lean right,High school,,414050,2,,,0,0,Neutral,,,Unknown,
2022-02-05 16:23:39,2022-02-05 16:25:54,IP Address,100,135,True,2022-02-05 16:25:54,R_u1G4zBo0BJGIyBj,anonymous,EN,Yes,Yes,Illuminati,"Climate change ",Celebrity clones,0,Neutral,Like,Like,Like,Like,Like,Like,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,10,30-39,Female,,Hard left,Bachelor's degree,"Great study ",100174,1,,,0,0,Neutral,,,Unknown,
2022-02-05 16:23:29,2022-02-05 16:31:49,IP Address,100,500,True,2022-02-05 16:31:50,R_1l3OqMkdStNyi2E,anonymous,EN,Yes,Yes,9/11 inside job,moon landing hoax,roswell crash conspiracy,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Neutral,Like,Like,Dislike,Like,Like,Yes,4,18-29,Male,,Lean left,Bachelor's degree,,376355,4,,,0,0,Neutral,,,Unknown,
2022-02-05 17:59:39,2022-02-05 18:05:59,IP Address,100,380,True,2022-02-05 18:06:00,R_2Se2IyRnIP7jbcD,anonymous,EN,Yes,Yes,Government Conspiracies,Twin Tower Theories,UFO & Goverment,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Neutral,Dislike,Like,Neutral,Like,Neutral,Yes,4,60+,Female,,Lean left,Bachelor's degree,,346093,4,,,0,0,Neutral,,,Unknown,
2022-02-05 22:18:09,2022-02-05 22:20:21,IP Address,100,132,True,2022-02-05 22:20:22,R_0v20AzXzhmCyhIR,anonymous,EN,Yes,Yes,ufos,illuminati,shadow government,5,Neutral,Dislike,Dislike,Dislike,Like,Dislike,Dislike,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0,50-59,Male,,Lean left,"Graduate degree (M.D., J.D., PhD, etc.)",,206766,1,,,0,0,Neutral,,,Unknown,
2022-02-05 23:44:25,2022-02-05 23:47:11,IP Address,100,166,True,2022-02-05 23:47:11,R_2dLynwVuMsQAGTB,anonymous,EN,Yes,Yes,russia collusion,kennedy assassination,great reset,,,,,,,,,,7,Neutral,Like,Neutral,Neutral,Neutral,Like,Like,Yes,,,,,,,,,,,,,,,,,7,50-59,Male,,Lean right,High school,,664264,2,,,0,0,Neutral,,,Unknown,
2022-02-06 05:02:03,2022-02-06 05:10:21,IP Address,100,498,True,2022-02-06 05:10:21,R_1oGU1tLpN10sJkN,anonymous,EN,Yes,Yes,JOHN KENNEDY,ASSASINATION,PRESIDENT,9,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,6,50-59,Female,,Lean left,Bachelor's degree,NO ISSUES ALL WORKED FINE,406473,1,,,0,-2,Very Negative,,,Unknown,
2022-02-06 05:55:50,2022-02-06 06:00:16,IP Address,100,266,True,2022-02-06 06:00:17,R_3inhvZwzglQTzZ5,anonymous,EN,Yes,No,government is hiding information,COVID vaccine implanting chips,secret aliens on planets,2,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0,60+,Female,,Moderate/centrist,High school,,143261,1,,,0,0,Neutral,,,Unknown,
2022-02-06 06:34:32,2022-02-06 06:35:44,IP Address,100,72,True,2022-02-06 06:35:45,R_3n7tss43mbIUySV,anonymous,EN,Yes,Yes,Alex Jones,New World Order,Globalist agenda,,,,,,,,,,,,,,,,,,,9,Like,Like,Neutral,Neutral,Like,Neutral,Yes,,,,,,,,,7,30-39,Male,,Lean right,Bachelor's degree,None,184885,3,,,0,0,Neutral,,,Unknown,
2022-02-06 11:39:07,2022-02-06 11:45:27,IP Address,100,379,True,2022-02-06 11:45:27,R_3maw4oOK6aubjlh,anonymous,EN,Yes,Yes,conspiracy,conspiracy theory,fake news,5,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,3,60+,Female,,Lean right,Bachelor's degree,,604148,1,,,0,0,Neutral,,,Unknown,
2022-02-06 12:24:40,2022-02-06 12:29:03,IP Address,100,262,True,2022-02-06 12:29:04,R_2f9jlSboErUZZO4,anonymous,EN,Yes,Yes,9/11 conspiracy theory,Moon Landing Hoax,"Sandy Hook shooting actors ",,,,,,,,,,7,Neutral,Neutral,Neutral,Neutral,Dislike,Like,Like,Yes,,,,,,,,,,,,,,,,,2,30-39,Female,,Hard left,Associate's degree,,881607,2,,,0,0,Neutral,,,Unknown,
2022-02-06 13:21:57,2022-02-06 13:24:24,IP Address,100,147,True,2022-02-06 13:24:25,R_exqInCV9XVH1mq5,anonymous,EN,Yes,No,conspiracy theories,conspiracy,theories that are a conspiracy,,,,,,,,,,2,Neutral,Dislike,Like,Like,Like,Like,Neutral,Yes,,,,,,,,,,,,,,,,,1,30-39,Female,,Moderate/centrist,High school,,115784,2,,,0,0,Neutral,,,Unknown,
2022-02-07 07:16:51,2022-02-07 07:18:57,IP Address,100,125,True,2022-02-07 07:18:57,R_3IbgSaFY4KifVkY,anonymous,EN,Yes,Yes,9/11,twin towers,spare change,,,,,,,,,,,,,,,,,,,1,Dislike,Dislike,Neutral,Neutral,Dislike,Dislike,Yes,,,,,,,,,0,30-39,Female,,Lean left,Bachelor's degree,,973163,3,,,0,0,Neutral,,,Unknown,
2022-02-07 07:14:00,2022-02-07 07:22:18,IP Address,100,497,True,2022-02-07 07:22:18,R_Amkm3tE2dfLMIF3,anonymous,EN,Yes,Yes,Covid 19 origins,Covid made by China lab,Covid escaped lab,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Neutral,Like,Neutral,Neutral,Like,Like,Yes,4,40-49,Female,,Moderate/centrist,Associate's degree,,233399,4,,,0,0,Neutral,,,Unknown,
2022-02-07 07:41:17,2022-02-07 07:43:26,IP Address,100,129,True,2022-02-07 07:43:26,R_Wp1LmfAPaBjFHuV,anonymous,EN,Yes,Yes,Covid Shot Magnetic,9/11 conspiracy,Celebs are lizards,,,,,,,,,,,,,,,,,,,1,Neutral,Dislike,Dislike,Dislike,Dislike,Like,Yes,,,,,,,,,3,30-39,Female,,Moderate/centrist,Associate's degree,,969104,3,,,0,0,Neutral,,,Unknown,
2022-02-07 08:52:14,2022-02-07 08:56:22,IP Address,100,248,True,2022-02-07 08:56:22,R_2urYJoHg4xEumum,anonymous,EN,Yes,Yes,"top conspiracy theories ",was 911 an inside job,qanon,,,,,,,,,,7,Dislike,Like,Like,Dislike,Like,Like,Like,Yes,,,,,,,,,,,,,,,,,0,30-39,Female,,Lean left,High school,,249950,2,,,0,0,Neutral,,,Unknown,
2022-02-07 09:14:33,2022-02-07 09:17:03,IP Address,100,150,True,2022-02-07 09:17:04,R_1pzpfRobFQ5MQqw,anonymous,EN,Yes,No,exposing conspiracy theorists,why do people believe conspiracy theories,crazy conspiracy theories,2,Dislike,Neutral,Neutral,Neutral,Like,Neutral,Like,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0,30-39,Male,,Lean left,High school,,315693,1,,,0,0,Neutral,,,Unknown,
2022-02-07 10:06:54,2022-02-07 10:09:45,IP Address,100,171,True,2022-02-07 10:09:46,R_3PiP5Fy1UUTq1NF,anonymous,EN,Yes,No,illuminati,lizard men,one world order,1,Neutral,Neutral,Neutral,Neutral,Like,Like,Like,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,2,40-49,Male,,Lean left,Bachelor's degree,no comments,410728,1,,,0,0,Neutral,,,Unknown,
2022-02-07 11:19:58,2022-02-07 11:23:25,IP Address,100,206,True,2022-02-07 11:23:25,R_1rwayWlt2A5t2q7,anonymous,EN,Yes,No,conspiracy theories,government coverups,mandela effect,,,,,,,,,,,,,,,,,,,0,Dislike,Like,Dislike,Dislike,Dislike,Dislike,Yes,,,,,,,,,2,40-49,Female,,Hard left,"Graduate degree (M.D., J.D., PhD, etc.)",,604378,3,,,0,0,Neutral,,,Unknown,
2022-02-07 11:22:30,2022-02-07 11:25:14,IP Address,100,163,True,2022-02-07 11:25:14,R_241tCbeABJ9nJdP,anonymous,EN,Yes,No,conspiracy,election consipracy,covid conspiracy,8,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0,50-59,Female,,Lean left,Bachelor's degree,,690986,1,,,0,0,Neutral,,,Unknown,
2022-02-07 11:21:55,2022-02-07 11:25:28,IP Address,100,212,True,2022-02-07 11:25:28,R_3lR28pNF7RYMJXb,anonymous,EN,Yes,Yes,9/11 inside job,Coronavirus wuhan lab,Melania Trump double,3,Dislike,Dislike,Dislike,Dislike,Like,Dislike,Like,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,1,30-39,Male,,Lean left,High school,,476645,1,,,0,0,Neutral,,,Unknown,
2022-02-07 11:23:45,2022-02-07 11:27:05,IP Address,100,199,True,2022-02-07 11:27:06,R_3Dd5gF18WvDEbCj,anonymous,EN,Yes,No,9/11 who really did it,Is the government hiding aliens,How is the world flat,,,,,,,,,,,,,,,,,,,7,Dislike,Dislike,Like,Like,Like,Like,Yes,,,,,,,,,7,30-39,Male,,Moderate/centrist,High school,,838208,3,,,0,-1,Negative,,,Unknown,
2022-02-07 11:23:32,2022-02-07 11:29:46,IP Address,100,373,True,2022-02-07 11:29:46,R_ugHerUoHDiIuoOB,anonymous,EN,Yes,No,UFO coverup,secret society plans,hidden government agencies,,,,,,,,,,,,,,,,,,,4,Neutral,Like,Neutral,Neutral,Like,Like,Yes,,,,,,,,,2,40-49,Male,,Lean left,"Graduate degree (M.D., J.D., PhD, etc.)",,309742,3,,,0,0,Neutral,,,Unknown,
2022-02-07 11:28:54,2022-02-07 11:30:43,IP Address,100,109,True,2022-02-07 11:30:43,R_2ByslLNYGPePVMS,anonymous,EN,Yes,Yes,philadelphia experiment,9/11,trump,,,,,,,,,,6,Dislike,Like,Dislike,Dislike,Like,Like,Like,Yes,,,,,,,,,,,,,,,,,9,30-39,Male,,Lean right,Associate's degree,,401933,2,,,0,0,Neutral,,,Unknown,
2022-02-07 11:21:07,2022-02-07 11:33:28,IP Address,100,741,True,2022-02-07 11:33:29,R_1GPjVas2iYfvwB3,anonymous,EN,Yes,Yes,Kennedy assassination,9/11 conspiracy,"Roswell UFO ",,,,,,,,,,,,,,,,,,,,,,,,,,,1,Neutral,Dislike,Neutral,Neutral,Like,Like,Yes,0,60+,Female,,Hard left,Bachelor's degree,"I actually don't seek out conspiracy theories on the internet. I gave three that came to mind but these latest covid/election theories are starting to become really damaging to our society. ",647540,4,,,0,0,Neutral,,,Unknown,
2022-02-07 11:40:27,2022-02-07 11:41:59,IP Address,100,92,True,2022-02-07 11:42:00,R_2VPAI4KBo0sCOpr,anonymous,EN,Yes,No,N/A,N/A,N/A,,,,,,,,,,1,Neutral,Neutral,Like,Neutral,Neutral,Like,Like,Yes,,,,,,,,,,,,,,,,,1,40-49,Male,,Lean right,Bachelor's degree,,629681,2,,,0,0,Neutral,,,Unknown,
2022-02-07 11:38:49,2022-02-07 11:43:43,IP Address,100,294,True,2022-02-07 11:43:44,R_A4kaxhyl4Krskzn,anonymous,EN,Yes,Yes,Hydroxychloroquine helps to treat covid,Covid vaccines deaths,ivermectin treatment studies,,,,,,,,,,,,,,,,,,,8,Dislike,Like,Neutral,Neutral,Like,Like,Yes,,,,,,,,,3,40-49,Female,,Hard left,"Graduate degree (M.D., J.D., PhD, etc.)","I search for conspiracy theories to fact check them. I usually do not believe them. But the origin of the COVID-19 is still unknown. ",475205,3,,,0,-1,Negative,,,Unknown,
2022-02-07 11:49:31,2022-02-07 11:52:48,IP Address,100,196,True,2022-02-07 11:52:48,R_1Hq6hCmVUzP9hym,anonymous,EN,Yes,Yes,Pizzagate,Q drops,9/11 truther,,,,,,,,,,8,Neutral,Neutral,Like,Like,Like,Like,Like,Yes,,,,,,,,,,,,,,,,,3,30-39,Female,,Lean right,Bachelor's degree,,430062,2,,,0,0,Neutral,,,Unknown,
2022-02-07 11:52:29,2022-02-07 11:55:42,IP Address,100,193,True,2022-02-07 11:55:43,R_2tn7dqIWlKQBZVH,anonymous,EN,Yes,No,fake moon landing,martin luther king jr fbi,jfk lone gunman,,,,,,,,,,2,Neutral,Like,Neutral,Neutral,Like,Dislike,Neutral,Yes,,,,,,,,,,,,,,,,,0,30-39,Female,,Lean left,Associate's degree,,408239,2,,,0,0,Neutral,,,Unknown,
2022-02-07 11:58:19,2022-02-07 12:00:31,IP Address,100,132,True,2022-02-07 12:00:31,R_1hLjLmUuvNCD0s6,anonymous,EN,Yes,Yes,Moon landing real,911 planned,covid 19 plandemic,,,,,,,,,,,,,,,,,,,7,Neutral,Like,Like,Neutral,Like,Like,Yes,,,,,,,,,8,40-49,Male,,Lean right,Bachelor's degree,Thanks,762975,3,,,0,0,Neutral,,,Unknown,
2022-02-07 12:14:21,2022-02-07 12:17:20,IP Address,100,179,True,2022-02-07 12:17:20,R_2ztPhQW3J2tLf2v,anonymous,EN,Yes,Yes,who did 9/11,Epstein didnt kill himself,faked moon landing,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Neutral,Neutral,Like,Neutral,Like,Like,Yes,9,30-39,Male,,Lean right,Bachelor's degree,,599169,4,,,0,1,Positive,,,Unknown,
2022-02-07 12:09:05,2022-02-07 12:18:17,IP Address,100,551,True,2022-02-07 12:18:17,R_3EzfRJ890dTwQea,anonymous,EN,Yes,Yes,Roswell UFO,Who really killed JFK,Alien conspiracies,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Neutral,Neutral,Like,Neutral,Like,Like,Yes,6,30-39,Male,,Lean left,Associate's degree,,847002,4,,,0,0,Neutral,,,Unknown,
2022-02-14 14:30:36,2022-02-14 14:34:01,IP Address,100,204,True,2022-02-14 14:34:01,R_2tbRuz1SeB1udRg,anonymous,EN,Yes,Yes,moon landing filmed in Hollywood,Elvis not really dead,JFK Jr. Didn't die in Airplane,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Like,Like,Neutral,Neutral,Like,Neutral,Yes,1,40-49,Female,,Hard left,High school,"Everything was fine and I enjoyed taking part, thank you.",356158,4,,,0,0,Neutral,,,Unknown,
2022-02-14 14:32:28,2022-02-14 14:35:29,IP Address,100,180,True,2022-02-14 14:35:29,R_1KiM4CsPbjGFZkT,anonymous,EN,Yes,Yes,Russia Collusion,flat earth,bigfoot,,,,,,,,,,,,,,,,,,,4,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Yes,,,,,,,,,3,30-39,Male,,Lean right,High school,,782889,3,,,0,0,Neutral,,,Unknown,
2022-02-14 14:33:13,2022-02-14 14:37:42,IP Address,100,268,True,2022-02-14 14:37:42,R_wL8LrUNpBeEjKAp,anonymous,EN,Yes,No,COVID was made in lab,Chips are inside COVID vaccines,Govt is hiding UFOs,,,,,,,,,,,,,,,,,,,9,Neutral,Like,Like,Neutral,Dislike,Like,Yes,,,,,,,,,0,50-59,Female,,Lean left,Associate's degree,,162241,3,,,0,0,Neutral,,,Unknown,
2022-02-14 14:36:34,2022-02-14 14:39:07,IP Address,100,152,True,2022-02-14 14:39:07,R_3Epe8t1kqsLmtJS,anonymous,EN,Yes,No,illuminati,ufo,deep state,2,Neutral,Dislike,Neutral,Neutral,Like,Dislike,Like,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,4,30-39,Male,,Lean left,High school,,705570,1,,,0,0,Neutral,,,Unknown,
2022-02-14 14:37:01,2022-02-14 14:40:23,IP Address,100,201,True,2022-02-14 14:40:23,R_3fK6scOaexcm8Vv,anonymous,EN,Yes,Yes,moon landing fake,"flat earth ",kennedy assassination conspiracy,,,,,,,,,,6,Dislike,Like,Like,Dislike,Dislike,Like,Like,Yes,,,,,,,,,,,,,,,,,1,30-39,Male,,Hard left,Bachelor's degree,,362054,2,,,0,0,Neutral,,,Unknown,
2022-02-14 14:47:22,2022-02-14 14:49:56,IP Address,100,153,True,2022-02-14 14:49:56,R_3k7FjZLEIi5gGG9,anonymous,EN,Yes,Yes,Covid-19 conpsiracy theories,"government conspiracy theories ",what are chem trails?,,,,,,,,,,,,,,,,,,,2,Neutral,Like,Neutral,Neutral,Dislike,Like,Yes,,,,,,,,,3,30-39,Male,,Moderate/centrist,Bachelor's degree,,587945,3,,,0,0,Neutral,,,Unknown,
2022-02-14 14:49:11,2022-02-14 14:51:02,IP Address,100,111,True,2022-02-14 14:51:02,R_swhPXxWJU2fkmiJ,anonymous,EN,Yes,Yes,Illuminati,Project Bluebeam,9/11 conspiracy,,,,,,,,,,4,Neutral,Neutral,Neutral,Neutral,Like,Like,Like,Yes,,,,,,,,,,,,,,,,,6,30-39,Male,,Lean right,Associate's degree,,541537,2,,,0,0,Neutral,,,Unknown,
2022-02-14 14:58:33,2022-02-14 15:00:16,IP Address,100,103,True,2022-02-14 15:00:17,R_1FwSQbTSIfNNfzD,anonymous,EN,Yes,Yes,most believed conspiracy theories,top conspiracy theories,big conspiracy theories,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Neutral,Like,Like,Dislike,Like,Like,Yes,1,30-39,Male,,Lean left,High school,,168620,4,,,0,0,Neutral,,,Unknown,
2022-02-14 15:04:49,2022-02-14 15:06:47,IP Address,100,118,True,2022-02-14 15:06:48,R_1gdT1kMVgpWujHX,anonymous,EN,Yes,Yes,unbelievable stories,myths that persist,fake news,7,Neutral,Like,Neutral,Neutral,Neutral,Like,Like,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,6,40-49,Male,,Lean right,"Graduate degree (M.D., J.D., PhD, etc.)",Fact checkers are the worst.,776945,1,,,0,0,Neutral,,,Unknown,
2022-02-14 15:09:29,2022-02-14 15:13:14,IP Address,100,225,True,2022-02-14 15:13:14,R_1lbeBerIio9ZeEH,anonymous,EN,Yes,Yes,OKC bombing second suspect,Timothy McVeigh black ops,"Aberration in the Heartland of the Real: The Secret Lives of Timothy McVeigh"" by Wendy S. Painting, PHD",,,,,,,,,,,,,,,,,,,,,,,,,,,7,Like,Like,Like,Like,Like,Like,Yes,3,18-29,Male,,Hard left,High school,,318459,4,,,0,0,Neutral,,,Unknown,
2022-02-14 15:19:15,2022-02-14 15:24:35,IP Address,100,319,True,2022-02-14 15:24:35,R_3OrgZRF9rOicRCV,anonymous,EN,Yes,Yes,hawaii chemtrails,pizzagate adrenochrome,vaccine bloody spikes,3,Neutral,Neutral,Neutral,Neutral,Like,Dislike,Like,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,1,40-49,Male,,Hard left,Bachelor's degree,,909734,1,,,0,0,Neutral,,,Unknown,
2022-02-14 15:26:18,2022-02-14 15:31:04,IP Address,100,286,True,2022-02-14 15:31:05,R_ZaddBMVXcPli7qF,anonymous,EN,Yes,No,man on the moon,obama birth certificate,covid origin,,,,,,,,,,,,,,,,,,,9,Neutral,Like,Neutral,Neutral,Like,Like,Yes,,,,,,,,,8,40-49,Male,,Moderate/centrist,High school,,343074,3,,,0,0,Neutral,,,Unknown,
2022-02-14 16:04:20,2022-02-14 16:06:02,IP Address,100,101,True,2022-02-14 16:06:02,R_ReQTUL1IcrKGVqh,anonymous,EN,Yes,Yes,jfk,ufos,911,,,,,,,,,,2,Neutral,Neutral,Neutral,Neutral,Like,Dislike,Dislike,Yes,,,,,,,,,,,,,,,,,0,30-39,Female,,Hard left,High school,,485543,2,,,0,0,Neutral,,,Unknown,
2022-02-15 02:36:44,2022-02-15 02:42:30,IP Address,100,346,True,2022-02-15 02:42:30,R_23dd9JLlpxQKloQ,anonymous,EN,Yes,No,What is in area 51,Did the US government plan 9/11,Why did the US government kill Martin Luther King Jr.,,,,,,,,,,1,Dislike,Dislike,Like,Like,Like,Like,Like,Yes,,,,,,,,,,,,,,,,,2,30-39,Male,,Lean right,Bachelor's degree,,332904,2,,,0,0,Neutral,,,Unknown,
